,title,release_date,genres,mpaa,budget_cost,total_gross,runtime
2204,Eating Animals,"Jun 15, 2018",['Documentary'],,,"{'domestic_gross': 149614, 'worldwide_gross': 153993}",1 hr 34 min
2205,Ghost Stories,"Apr 20, 2018","['Drama', 'Horror']",,,"{'domestic_gross': 148747, 'worldwide_gross': 4131358}",1 hr 38 min
2206,Bad Reputation,"Sep 28, 2018","['Biography', 'Documentary', 'Music']",R,,"{'domestic_gross': 148568, 'worldwide_gross': 154190}",1 hr 33 min
2207,Museo,"Sep 14, 2018","['Crime', 'Drama']",,,"{'domestic_gross': 148505, 'worldwide_gross': 759626}",2 hr 8 min
2208,Night of the Living Dead,"Oct 24, 2018",['Horror'],,,"{'domestic_gross': 147423, 'worldwide_gross': 147423}",1 hr 36 min
2209,The Little Mermaid,"Aug 17, 2018","['Adventure', 'Drama', 'Fantasy', 'Romance']",PG,,"{'domestic_gross': 147175, 'worldwide_gross': 2610742}",1 hr 25 min
2210,Mr. Smith Goes to Washington,"Oct 14, 2018","['Comedy', 'Drama']",,"$1,900,000","{'domestic_gross': 144738, 'worldwide_gross': 144738}",2 hr 9 min
2211,Swing Kids,"Dec 21, 2018",['Drama'],,,"{'domestic_gross': 222001, 'worldwide_gross': 10397408}",2 hr 13 min
2212,Best F(r)iends Volume Two,"Jun 1, 2018","['Comedy', 'Drama', 'Thriller']",R,,"{'domestic_gross': 141524, 'worldwide_gross': 141524}",1 hr 33 min
2213,Rudy,"Aug 28, 2018","['Biography', 'Drama', 'Sport']",PG,,"{'domestic_gross': 131200, 'worldwide_gross': 131200}",1 hr 54 min
2214,Great Performances at the Met: Puccini: Madama Butterfly,"Jun 20, 2018",['Musical'],,,"{'domestic_gross': 129730, 'worldwide_gross': 129730}",
2215,Great Performances at the Met: Tchaikovsky: Eugene Onegin,"Jul 11, 2018",['Musical'],,,"{'domestic_gross': 129498, 'worldwide_gross': 129498}",
2216,Great Performances at the Met: Verdi: Il Trovatore,"Jun 27, 2018",['Musical'],,,"{'domestic_gross': 129393, 'worldwide_gross': 129393}",
2217,Support the Girls,"Aug 24, 2018","['Comedy', 'Drama']",R,,"{'domestic_gross': 129124, 'worldwide_gross': 139550}",1 hr 33 min
2218,Sleepless in Seattle,"Dec 2, 2018","['Comedy', 'Drama', 'Romance']",PG,"$21,000,000","{'domestic_gross': 127281, 'worldwide_gross': 127281}",1 hr 45 min
2219,Monster Family,"Feb 9, 2018","['Animation', 'Comedy', 'Family', 'Horror']",PG,,"{'domestic_gross': 127259, 'worldwide_gross': 27890108}",1 hr 33 min
2220,The Young Karl Marx,"Feb 23, 2018","['Biography', 'Drama', 'History']",,,"{'domestic_gross': 125659, 'worldwide_gross': 4870373}",1 hr 58 min
2221,Bel Canto,"Sep 14, 2018","['Drama', 'Music', 'Romance', 'Thriller']",,,"{'domestic_gross': 125569, 'worldwide_gross': 350264}",1 hr 40 min
2222,'85: The Greatest Team in Football History,"Jan 29, 2018",['Sport'],,,"{'domestic_gross': 124573, 'worldwide_gross': 124573}",1 hr 30 min
2223,Destroyer,"Dec 25, 2018","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 1533324, 'worldwide_gross': 5580940}",2 hr 1 min
2224,Yu-Gi-Oh!: The Movie - Pyramid of Light,"Mar 11, 2018","['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Thriller']",PG,,"{'domestic_gross': 121688, 'worldwide_gross': 121688}",1 hr 40 min
2225,Geostorm,"Oct 20, 2017","['Action', 'Sci-Fi', 'Thriller']",PG-13,"$120,000,000","{'domestic_gross': 33700160, 'worldwide_gross': 221600160}",1 hr 49 min
2226,Love After Love,"Mar 30, 2018","['Drama', 'Romance']",,,"{'domestic_gross': 121098, 'worldwide_gross': 128602}",1 hr 31 min
2227,Five Seasons: The Gardens of Piet Oudolf,"Jun 13, 2018",['Documentary'],,,"{'domestic_gross': 119223, 'worldwide_gross': 130319}",1 hr 15 min
2228,Till The End Of The World,"Feb 2, 2018","['Adventure', 'Drama']",,,"{'domestic_gross': 118660, 'worldwide_gross': 37013733}",1 hr 57 min
2229,The Great Buster,"Oct 5, 2018","['Biography', 'Documentary']",,,"{'domestic_gross': 118344, 'worldwide_gross': 125807}",1 hr 42 min
2230,Bisbee '17,"Sep 5, 2018","['Documentary', 'Western']",,,"{'domestic_gross': 117470, 'worldwide_gross': 117470}",1 hr 52 min
2231,Ryuichi Sakamoto: Coda,"Jul 6, 2018","['Documentary', 'Music']",,,"{'domestic_gross': 117460, 'worldwide_gross': 960212}",1 hr 40 min
2232,George Takei's Allegiance,"Dec 11, 2018",['Musical'],,,"{'domestic_gross': 117162, 'worldwide_gross': 117162}",2 hr 10 min
2233,Capernaum,"Dec 14, 2018",['Drama'],R,,"{'domestic_gross': 1661096, 'worldwide_gross': 64413178}",2 hr 6 min
2234,Wings of Desire,"Oct 19, 2018","['Drama', 'Fantasy', 'Romance']",,,"{'domestic_gross': 123830, 'worldwide_gross': 123830}",2 hr 8 min
2235,Gonjiam: Haunted Asylum,"Apr 13, 2018",['Horror'],,,"{'domestic_gross': 115252, 'worldwide_gross': 21041950}",1 hr 35 min
2236,Mantra: Sounds Into Silence,"Apr 20, 2018","['Documentary', 'Music']",,,"{'domestic_gross': 115013, 'worldwide_gross': 135684}",1 hr 25 min
2237,Nostalgia,"Feb 16, 2018",['Drama'],R,,"{'domestic_gross': 114603, 'worldwide_gross': 114603}",1 hr 54 min
2238,Bodied,"Nov 2, 2018","['Comedy', 'Drama', 'Music']",R,,"{'domestic_gross': 113956, 'worldwide_gross': 113956}",2 hr
2239,Hymn: Sarah Brightman In Concert,"Nov 8, 2018",['Music'],,,"{'domestic_gross': 113274, 'worldwide_gross': 124707}",
2240,A Boy. A Girl. A Dream.,"Sep 14, 2018","['Drama', 'Romance']",R,,"{'domestic_gross': 112552, 'worldwide_gross': 112552}",1 hr 29 min
2241,The Dawn Wall,"Sep 14, 2018","['Biography', 'Documentary', 'Sport']",,,"{'domestic_gross': 112191, 'worldwide_gross': 112191}",1 hr 40 min
2242,A Chance in the World,"May 30, 2018","['Biography', 'Drama', 'Family']",,,"{'domestic_gross': 112007, 'worldwide_gross': 112007}",1 hr 15 min
2243,The World Before Your Feet,"Nov 21, 2018",['Documentary'],,,"{'domestic_gross': 268644, 'worldwide_gross': 268644}",1 hr 35 min
2244,"Roman J. Israel, Esq.","Nov 17, 2017","['Crime', 'Drama', 'Thriller']",PG-13,"$22,000,000","{'domestic_gross': 11962778, 'worldwide_gross': 13025860}",2 hr 2 min
2245,Amazing Grace,"Dec 7, 2018","['Documentary', 'Music']",G,,"{'domestic_gross': 4450456, 'worldwide_gross': 7796112}",1 hr 29 min
2246,The Negotiation,"Sep 21, 2018","['Action', 'Crime', 'Thriller']",,,"{'domestic_gross': 110986, 'worldwide_gross': 15229193}",1 hr 54 min
2247,Lu Over the Wall,"May 11, 2018","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",PG,,"{'domestic_gross': 109857, 'worldwide_gross': 161253}",1 hr 52 min
2248,The Captain,"Jul 27, 2018","['Drama', 'History', 'War']",,,"{'domestic_gross': 109226, 'worldwide_gross': 1196669}",1 hr 58 min
2249,Mary Shelley,"May 25, 2018","['Biography', 'Drama', 'History', 'Romance']",PG-13,,"{'domestic_gross': 108900, 'worldwide_gross': 2096600}",2 hr
2250,Deep Sea,"Mar 3, 2006","['Documentary', 'Short']",G,,"{'domestic_gross': 46412757, 'worldwide_gross': 98230905}",41 min
2251,National Theatre Live: Julius Caesar,"Mar 22, 2018",['Biography'],,,"{'domestic_gross': 107057, 'worldwide_gross': 107057}",2 hr 15 min
2252,"Love, Cecil",Gigi,"['Biography', 'Documentary']",,,"{'domestic_gross': 106057, 'worldwide_gross': 107940}",1 hr 38 min
2253,In Between,"Jan 5, 2018",['Drama'],,,"{'domestic_gross': 107977, 'worldwide_gross': 1679952}",1 hr 43 min
2254,Never Heard,"Nov 1, 2018","['Drama', 'Family']",,,"{'domestic_gross': 105271, 'worldwide_gross': 105271}",1 hr 29 min
2255,Sweet Country,"Apr 6, 2018","['Adventure', 'Crime', 'Drama', 'History', 'Thriller', 'Western']",R,,"{'domestic_gross': 104297, 'worldwide_gross': 1847693}",1 hr 53 min
2256,Namaste England,"Oct 19, 2018","['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 104156, 'worldwide_gross': 279934}",2 hr 21 min
2257,Detective K: Secret of the Living Dead,"Feb 16, 2018","['Comedy', 'Crime']",,,"{'domestic_gross': 104013, 'worldwide_gross': 18603476}",2 hr
2258,Memoir of War,"Aug 17, 2018",['Drama'],,,"{'domestic_gross': 103636, 'worldwide_gross': 2980982}",2 hr 7 min
2259,Happy Phirr Bhag Jayegi,"Aug 24, 2018",['Comedy'],,,"{'domestic_gross': 103385, 'worldwide_gross': 417669}",2 hr 16 min
2260,Ismael's Ghosts,"Mar 23, 2018","['Drama', 'Romance', 'Thriller']",R,,"{'domestic_gross': 102510, 'worldwide_gross': 3075562}",1 hr 54 min
2261,Revenge,"May 11, 2018","['Action', 'Horror', 'Thriller']",R,,"{'domestic_gross': 102091, 'worldwide_gross': 938055}",1 hr 48 min
2262,Andrei Rublev,"Aug 24, 2018","['Biography', 'Drama', 'History']",,,"{'domestic_gross': 102021, 'worldwide_gross': 102021}",3 hr 25 min
2263,Unstoppable,"Nov 30, 2018","['Action', 'Crime', 'Thriller']",,,"{'domestic_gross': 101417, 'worldwide_gross': 11845347}",1 hr 56 min
2264,The Man Who Invented Christmas,"Nov 22, 2017","['Biography', 'Comedy', 'Drama']",PG,,"{'domestic_gross': 5676486, 'worldwide_gross': 8096007}",1 hr 44 min
2265,All About Nina,"Sep 28, 2018","['Comedy', 'Drama', 'Romance']",R,,"{'domestic_gross': 100335, 'worldwide_gross': 100335}",1 hr 37 min
2266,Filmworker,"May 11, 2018","['Biography', 'Documentary']",,,"{'domestic_gross': 102609, 'worldwide_gross': 112828}",1 hr 34 min
2267,Meow Wolf: Origin Story,"Nov 29, 2018",['Documentary'],,,"{'domestic_gross': 99488, 'worldwide_gross': 99488}",1 hr 28 min
2268,Big Sonia,"Nov 17, 2017","['Documentary', 'Family', 'History']",,,"{'domestic_gross': 212471, 'worldwide_gross': 212471}",1 hr 33 min
2269,National Theatre Live: Macbeth,"May 17, 2018",['Drama'],,,"{'domestic_gross': 97857, 'worldwide_gross': 97857}",3 hr 30 min
2270,Champion,"May 11, 2018","['Drama', 'Sport']",,,"{'domestic_gross': 97472, 'worldwide_gross': 8974547}",1 hr 48 min
2271,Wonder Wheel,"Dec 1, 2017",['Drama'],PG-13,,"{'domestic_gross': 1404061, 'worldwide_gross': 15889124}",1 hr 41 min
2272,Godspeed: The Race Across America,"May 22, 2018",['Documentary'],,,"{'domestic_gross': 96690, 'worldwide_gross': 96690}",1 hr 53 min
2273,El Angel,"Nov 9, 2018","['Biography', 'Crime', 'Drama']",,,"{'domestic_gross': 109608, 'worldwide_gross': 5604680}",1 hr 58 min
2274,Golden Slumber,"Feb 16, 2018","['Action', 'Thriller']",,,"{'domestic_gross': 94450, 'worldwide_gross': 10733326}",1 hr 48 min
2275,Let the Corpses Tan,"Aug 31, 2018",['Thriller'],,,"{'domestic_gross': 93409, 'worldwide_gross': 93409}",1 hr 32 min
2276,Reign of Judges: Title of Liberty - Concept Short,"Mar 15, 2018","['Action', 'Short']",,,"{'domestic_gross': 93224, 'worldwide_gross': 98408}",14 min
2277,The Breadwinner,"Nov 17, 2017","['Animation', 'Drama', 'Family', 'War']",PG-13,,"{'domestic_gross': 312381, 'worldwide_gross': 363307}",1 hr 34 min
2278,BANDSTAND: The Broadway Musical on Screen,"Nov 15, 2018",['Musical'],,,"{'domestic_gross': 91000, 'worldwide_gross': 91000}",2 hr 10 min
2279,John McEnroe: In the Realm of Perfection,"Aug 22, 2018","['Documentary', 'Sport']",,,"{'domestic_gross': 90964, 'worldwide_gross': 114289}",1 hr 35 min
2280,Running for Grace,"Jul 20, 2018","['Family', 'Romance']",,,"{'domestic_gross': 89988, 'worldwide_gross': 89988}",1 hr 50 min
2281,Airpocalypse,"Dec 21, 2018","['Action', 'Adventure', 'Comedy', 'Fantasy']",,,"{'domestic_gross': 105678, 'worldwide_gross': 18491089}",1 hr 45 min
2282,Cat on a Hot Tin Roof,"Feb 22, 2018",['Drama'],,,"{'domestic_gross': 89332, 'worldwide_gross': 89332}",3 hr 5 min
2283,The Third Murder,"Jul 20, 2018","['Crime', 'Drama', 'Mystery']",,,"{'domestic_gross': 89315, 'worldwide_gross': 13411936}",2 hr 4 min
2284,Bolshoi Ballet: Swan Lake,"Jul 23, 2018",[],,,"{'domestic_gross': 88905, 'worldwide_gross': 341946}",2 hr 40 min
2285,Goldstone,"Mar 2, 2018","['Crime', 'Thriller']",R,,"{'domestic_gross': 87639, 'worldwide_gross': 87639}",1 hr 50 min
2286,The Price of Everything,"Oct 19, 2018",['Documentary'],,,"{'domestic_gross': 87400, 'worldwide_gross': 144446}",1 hr 38 min
2287,Lobster Cop,"Jun 22, 2018","['Comedy', 'Crime']",,,"{'domestic_gross': 85693, 'worldwide_gross': 10373129}",1 hr 34 min
2288,Big Brother,"Aug 31, 2018","['Action', 'Comedy', 'Drama']",,,"{'domestic_gross': 85624, 'worldwide_gross': 22029250}",1 hr 41 min
2289,How to Talk to Girls at Parties,"May 25, 2018","['Comedy', 'Music', 'Romance', 'Sci-Fi']",R,,"{'domestic_gross': 84809, 'worldwide_gross': 385733}",1 hr 42 min
2290,Stan & Ollie,"Dec 28, 2018","['Biography', 'Comedy', 'Drama', 'Family', 'History']",PG,,"{'domestic_gross': 5470235, 'worldwide_gross': 24420923}",1 hr 38 min
2291,Custody,"Jun 29, 2018",['Drama'],,,"{'domestic_gross': 83882, 'worldwide_gross': 3790303}",1 hr 33 min
2292,National Theatre Live: Antony & Cleopatra,"Dec 6, 2018",['Drama'],,,"{'domestic_gross': 83672, 'worldwide_gross': 998079}",3 hr 40 min
2293,Claire's Camera,"Mar 9, 2018",['Drama'],,,"{'domestic_gross': 83418, 'worldwide_gross': 191980}",1 hr 9 min
2294,Blood Fest,"Aug 14, 2018","['Comedy', 'Horror']",,,"{'domestic_gross': 82774, 'worldwide_gross': 122833}",1 hr 32 min
2295,Doctor Who: The Woman Who Fell to Earth,"Oct 10, 2018","['Adventure', 'Drama', 'Family', 'Mystery', 'Sci-Fi']",,,"{'domestic_gross': 82698, 'worldwide_gross': 82698}",1 hr
2296,Godard Mon Amour,"Apr 20, 2018","['Biography', 'Comedy', 'Drama', 'Romance']",R,,"{'domestic_gross': 82264, 'worldwide_gross': 1335846}",1 hr 47 min
2297,Yuri!!! On Ice,"Oct 13, 2018","['Animation', 'Comedy', 'Drama', 'Romance', 'Sport']",,,"{'domestic_gross': 81878, 'worldwide_gross': 90751}",20 min
2298,Nancy,"Jun 8, 2018","['Drama', 'Mystery']",,,"{'domestic_gross': 80115, 'worldwide_gross': 92000}",1 hr 25 min
2299,En el séptimo día,"Jun 8, 2018",['Drama'],,,"{'domestic_gross': 79887, 'worldwide_gross': 79887}",1 hr 32 min
2300,Have a Nice Day,"Jan 26, 2018","['Animation', 'Comedy', 'Crime', 'Drama']",,,"{'domestic_gross': 79393, 'worldwide_gross': 504003}",1 hr 17 min
2301,The Princess and the Matchmaker,"Mar 9, 2018","['Comedy', 'History', 'Romance']",,,"{'domestic_gross': 78900, 'worldwide_gross': 9899017}",1 hr 50 min
2302,The Boxcar Children - Surprise Island,"May 8, 2018",['Animation'],,,"{'domestic_gross': 78676, 'worldwide_gross': 78676}",1 hr 21 min
2303,Shock and Awe,"Jul 13, 2018","['Biography', 'Drama', 'History', 'Thriller', 'War']",R,,"{'domestic_gross': 77980, 'worldwide_gross': 182415}",1 hr 30 min
2304,A Breath Away,"Aug 10, 2018","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",,,"{'domestic_gross': 77987, 'worldwide_gross': 2842040}",1 hr 29 min
2305,93Queen,"Jul 25, 2018",['Documentary'],,,"{'domestic_gross': 76056, 'worldwide_gross': 76056}",1 hr 30 min
2306,The Brawler,"Jan 12, 2018","['Action', 'Drama', 'Sport']",,,"{'domestic_gross': 75929, 'worldwide_gross': 138515}",2 hr 34 min
2307,The Riot Act,"Sep 14, 2018",['Thriller'],PG-13,,"{'domestic_gross': 75506, 'worldwide_gross': 75506}",1 hr 41 min
2308,Keys To The Heart,"Jan 26, 2018","['Comedy', 'Drama', 'Family']",,,"{'domestic_gross': 75134, 'worldwide_gross': 25375866}",2 hr
2309,Tehran Taboo,"Feb 14, 2018","['Animation', 'Drama']",,,"{'domestic_gross': 74758, 'worldwide_gross': 349886}",1 hr 36 min
2310,Above and Beyond: NASA's Journey to Tomorrow,"Sep 29, 2018",['Documentary'],,,"{'domestic_gross': 74711, 'worldwide_gross': 74711}",1 hr 30 min
2311,After Auschwitz,"Apr 14, 2018",['Documentary'],,,"{'domestic_gross': 73885, 'worldwide_gross': 73885}",1 hr 23 min
2312,Bye Bye Germany,"Apr 13, 2018","['Comedy', 'Drama', 'War']",,,"{'domestic_gross': 73730, 'worldwide_gross': 176933}",1 hr 42 min
2313,The Last Suit,"Mar 23, 2018",['Drama'],,,"{'domestic_gross': 73548, 'worldwide_gross': 608209}",1 hr 31 min
2314,"Nico, 1988","Aug 1, 2018","['Biography', 'Drama', 'Music']",R,,"{'domestic_gross': 73304, 'worldwide_gross': 83558}",1 hr 33 min
2315,Becoming Astrid,"Nov 23, 2018","['Biography', 'Drama']",,,"{'domestic_gross': 120486, 'worldwide_gross': 938766}",2 hr 3 min
2316,Helicopter Eela,"Oct 12, 2018",['Drama'],,,"{'domestic_gross': 71971, 'worldwide_gross': 256952}",2 hr 15 min
2317,Tom of Finland,"Oct 13, 2017","['Biography', 'Drama']",,,"{'domestic_gross': 378296, 'worldwide_gross': 1776931}",1 hr 57 min
2318,Namiya,"Jan 5, 2018","['Drama', 'Family', 'Fantasy']",,,"{'domestic_gross': 70814, 'worldwide_gross': 35351623}",1 hr 56 min
2319,The Fog,"Oct 26, 2018","['Horror', 'Thriller']",,,"{'domestic_gross': 70421, 'worldwide_gross': 70421}",1 hr 29 min
2320,Wastelander,"Jan 12, 2018","['Action', 'Adventure', 'Sci-Fi']",,,"{'domestic_gross': 70045, 'worldwide_gross': 70045}",1 hr 30 min
2321,Parchi,"Jan 12, 2018","['Action', 'Comedy', 'Crime']",,,"{'domestic_gross': 69431, 'worldwide_gross': 77110}",2 hr 17 min
2322,The House That Jack Built,"Dec 14, 2018","['Crime', 'Drama', 'Horror']",R,,"{'domestic_gross': 87993, 'worldwide_gross': 2268962}",2 hr 32 min
2323,Outside In,"Mar 30, 2018",['Drama'],,,"{'domestic_gross': 68492, 'worldwide_gross': 68492}",1 hr 49 min
2324,Where Hands Touch,"Sep 14, 2018","['Drama', 'Romance', 'War']",PG-13,,"{'domestic_gross': 67743, 'worldwide_gross': 128269}",2 hr 2 min
2325,Under the Tree,"Jul 6, 2018","['Comedy', 'Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 67596, 'worldwide_gross': 944991}",1 hr 29 min
2326,Making the Five Heartbeats,"Aug 27, 2018",['Documentary'],PG-13,,"{'domestic_gross': 67415, 'worldwide_gross': 67415}",1 hr 25 min
2327,The Doctor from India,"Apr 20, 2018",['Documentary'],,,"{'domestic_gross': 67136, 'worldwide_gross': 67136}",1 hr 29 min
2328,Chef Flynn,"Nov 9, 2018",['Documentary'],,,"{'domestic_gross': 68407, 'worldwide_gross': 69542}",1 hr 22 min
2329,"3100, Run and Become","Aug 17, 2018",['Documentary'],,,"{'domestic_gross': 65524, 'worldwide_gross': 66789}",1 hr 20 min
2330,Beuys,"Jan 17, 2018",['Documentary'],,,"{'domestic_gross': 65410, 'worldwide_gross': 86451}",1 hr 47 min
2331,Feng Shui,"Sep 21, 2018","['Drama', 'History']",,,"{'domestic_gross': 64147, 'worldwide_gross': 15702302}",2 hr 13 min
2332,Liz and the Blue Bird,"Nov 2, 2018","['Animation', 'Drama', 'Fantasy', 'Music']",,,"{'domestic_gross': 63204, 'worldwide_gross': 726454}",1 hr 30 min
2333,The Gardener,"Mar 30, 2018",['Documentary'],,,"{'domestic_gross': 62734, 'worldwide_gross': 62734}",1 hr 28 min
2334,Never Goin' Back,"Aug 3, 2018","['Comedy', 'Crime', 'Drama']",R,,"{'domestic_gross': 61271, 'worldwide_gross': 61271}",1 hr 25 min
2335,Walk With Me,"Aug 11, 2017",['Documentary'],,,"{'domestic_gross': 726726, 'worldwide_gross': 1606705}",1 hr 34 min
2336,Viper Club,"Oct 26, 2018",['Drama'],R,,"{'domestic_gross': 60607, 'worldwide_gross': 60607}",1 hr 49 min
2337,Where Is Kyra?,"Apr 6, 2018",['Drama'],R,,"{'domestic_gross': 59717, 'worldwide_gross': 74821}",1 hr 38 min
2338,Bomb City,"Feb 9, 2018","['Crime', 'Drama']",,,"{'domestic_gross': 59329, 'worldwide_gross': 59329}",1 hr 38 min
2339,Digimon Adventure tri. Part 4: Loss,"Feb 1, 2018","['Action', 'Adventure', 'Animation']",,,"{'domestic_gross': 59114, 'worldwide_gross': 59114}",1 hr 22 min
2340,"Westwood: Punk, Icon, Activist","Jun 8, 2018",['Documentary'],,,"{'domestic_gross': 58979, 'worldwide_gross': 386856}",1 hr 23 min
2341,A Kid Like Jake,"Jun 1, 2018","['Drama', 'Family']",R,,"{'domestic_gross': 58403, 'worldwide_gross': 60784}",1 hr 32 min
2342,My Friend Dahmer,"Nov 3, 2017","['Biography', 'Drama']",R,,"{'domestic_gross': 1361611, 'worldwide_gross': 1436751}",1 hr 47 min
2343,In Search of Greatness,"Nov 2, 2018",['Documentary'],PG-13,,"{'domestic_gross': 58090, 'worldwide_gross': 58090}",1 hr 17 min
2344,Cynthia,"Aug 31, 2018","['Comedy', 'Horror']",,,"{'domestic_gross': 58177, 'worldwide_gross': 58177}",1 hr 29 min
2345,Woman Walks Ahead,"Jun 29, 2018","['Biography', 'Drama', 'History', 'Western']",R,,"{'domestic_gross': 57528, 'worldwide_gross': 80912}",1 hr 41 min
2346,Black '47,"Sep 28, 2018","['Action', 'Drama']",R,,"{'domestic_gross': 57520, 'worldwide_gross': 2073063}",1 hr 40 min
2347,"Monrovia, Indiana","Oct 26, 2018",['Documentary'],,,"{'domestic_gross': 63944, 'worldwide_gross': 64596}",2 hr 23 min
2348,Bhavesh Joshi Superhero,"Jun 1, 2018","['Action', 'Drama']",,,"{'domestic_gross': 57376, 'worldwide_gross': 81792}",2 hr 34 min
2349,Ramen Heads,"Mar 16, 2018",['Documentary'],,,"{'domestic_gross': 57345, 'worldwide_gross': 57345}",1 hr 33 min
2350,Django,"Jan 5, 2018","['Biography', 'Drama', 'Music', 'War']",,,"{'domestic_gross': 56556, 'worldwide_gross': 3876874}",1 hr 57 min
2351,American Dream: Detroit,"May 15, 2018",['Documentary'],,,"{'domestic_gross': 55092, 'worldwide_gross': 55092}",
2352,DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,"Dec 15, 2018",['Sport'],,,"{'domestic_gross': 54916, 'worldwide_gross': 54916}",
2353,Digimon Adventure tri. Part 6: Future,"Sep 20, 2018","['Action', 'Adventure', 'Animation']",,,"{'domestic_gross': 54324, 'worldwide_gross': 54324}",1 hr 38 min
2354,The Great Silence,"Mar 30, 2018",['Western'],,,"{'domestic_gross': 53074, 'worldwide_gross': 53074}",1 hr 45 min
2355,Twiceland,"Dec 7, 2018","['Documentary', 'Music']",,,"{'domestic_gross': 52874, 'worldwide_gross': 186078}",
2356,Digimon Adventure tri. Part 5: Coexistence,"May 10, 2018","['Action', 'Adventure', 'Animation']",,,"{'domestic_gross': 52339, 'worldwide_gross': 382119}",1 hr 29 min
2357,Before We Vanish,"Feb 2, 2018","['Drama', 'Sci-Fi']",,,"{'domestic_gross': 52087, 'worldwide_gross': 448829}",2 hr 9 min
