,title,release_date,genres,mpaa,budget_cost,total_gross,runtime,release_month,release_year,world_gross,domestic_gross,month_year,genre_1
754,The President,"Jun 3, 2016",['Drama'],,,"{'domestic_gross': 7578, 'worldwide_gross': 15338}",1 hr 59 min,Jun,2016,15338,7578,Jun 2016,Drama
755,They Will Have to Kill Us First: Malian Music In Exile,"Mar 4, 2016",['Documentary'],,,"{'domestic_gross': 7516, 'worldwide_gross': 15453}",1 hr 40 min,Mar,2016,15453,7516,Mar 2016,Documentary
756,Tab Hunter Confidential,"Oct 16, 2015","['Biography', 'Documentary']",,,"{'domestic_gross': 85812, 'worldwide_gross': 85812}",1 hr 30 min,Oct,2015,85812,85812,Oct 2015,Biography
757,Old Stone,"Nov 30, 2016",['Thriller'],,,"{'domestic_gross': 7476, 'worldwide_gross': 7768}",1 hr 20 min,Nov,2016,7768,7476,Nov 2016,Thriller
758,Noma: My Perfect Storm,"Dec 18, 2015",['Documentary'],,,"{'domestic_gross': 21130, 'worldwide_gross': 68622}",1 hr 40 min,Dec,2015,68622,21130,Dec 2015,Documentary
759,Magnus,"Nov 18, 2016",['Documentary'],,,"{'domestic_gross': 8944, 'worldwide_gross': 101739}",1 hr 18 min,Nov,2016,101739,8944,Nov 2016,Documentary
760,Ocean Waves,"Dec 28, 2016","['Animation', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 87738, 'worldwide_gross': 87738}",1 hr 12 min,Dec,2016,87738,87738,Dec 2016,Animation
761,Indian Point,"Jul 8, 2016","['Documentary', 'News']",,,"{'domestic_gross': 7251, 'worldwide_gross': 7251}",1 hr 34 min,Jul,2016,7251,7251,Jul 2016,Documentary
762,The Pearl Button,"Oct 23, 2015",['Documentary'],,,"{'domestic_gross': 42166, 'worldwide_gross': 119753}",1 hr 22 min,Oct,2015,119753,42166,Oct 2015,Documentary
763,It Had to Be You,"Oct 21, 2016","['Comedy', 'Music', 'Romance']",R,,"{'domestic_gross': 7162, 'worldwide_gross': 7162}",1 hr 25 min,Oct,2016,7162,7162,Oct 2016,Comedy
764,"Ugly, Dirty and Bad","Oct 21, 2016","['Comedy', 'Drama']",,,"{'domestic_gross': 7144, 'worldwide_gross': 7144}",1 hr 55 min,Oct,2016,7144,7144,Oct 2016,Comedy
765,The Preppie Connection,"Mar 18, 2016","['Crime', 'Drama']",R,,"{'domestic_gross': 11558, 'worldwide_gross': 11558}",1 hr 35 min,Mar,2016,11558,11558,Mar 2016,Crime
766,Rosenwald,"Aug 14, 2015","['Biography', 'Documentary']",,,"{'domestic_gross': 433924, 'worldwide_gross': 433924}",1 hr 35 min,Aug,2015,433924,433924,Aug 2015,Biography
767,The Brainwashing of My Dad,"Mar 18, 2016",['Documentary'],,,"{'domestic_gross': 7028, 'worldwide_gross': 7028}",1 hr 30 min,Mar,2016,7028,7028,Mar 2016,Documentary
768,Boom Bust Boom,"Mar 11, 2016","['Documentary', 'History']",,,"{'domestic_gross': 6896, 'worldwide_gross': 6896}",1 hr 14 min,Mar,2016,6896,6896,Mar 2016,Documentary
769,Mad Tiger,"Mar 20, 2016","['Comedy', 'Documentary', 'Drama', 'Music']",,,"{'domestic_gross': 6823, 'worldwide_gross': 6823}",1 hr 22 min,Mar,2016,6823,6823,Mar 2016,Comedy
770,Ghost Team,"Aug 12, 2016","['Comedy', 'Thriller']",PG-13,,"{'domestic_gross': 6639, 'worldwide_gross': 6639}",1 hr 23 min,Aug,2016,6639,6639,Aug 2016,Comedy
771,The Dying of the Light,"Apr 7, 2016",['Documentary'],,,"{'domestic_gross': 6627, 'worldwide_gross': 6627}",1 hr 35 min,Apr,2016,6627,6627,Apr 2016,Documentary
772,Spices of Liberty,"Oct 21, 2016","['Drama', 'Family', 'Romance']",PG,,"{'domestic_gross': 13463, 'worldwide_gross': 13463}",1 hr 55 min,Oct,2016,13463,13463,Oct 2016,Drama
773,The Charnel House,"Nov 4, 2016","['Horror', 'Thriller']",R,,"{'domestic_gross': 6332, 'worldwide_gross': 6332}",1 hr 30 min,Nov,2016,6332,6332,Nov 2016,Horror
774,The Carer,"Sep 9, 2016","['Comedy', 'Drama']",,,"{'domestic_gross': 6208, 'worldwide_gross': 267995}",1 hr 29 min,Sep,2016,267995,6208,Sep 2016,Comedy
775,Slash,"Dec 9, 2016","['Comedy', 'Fantasy', 'Romance']",,,"{'domestic_gross': 5902, 'worldwide_gross': 5902}",1 hr 40 min,Dec,2016,5902,5902,Dec 2016,Comedy
776,Bourek,"Apr 29, 2016",['Comedy'],,,"{'domestic_gross': 5844, 'worldwide_gross': 5844}",1 hr 30 min,Apr,2016,5844,5844,Apr 2016,Comedy
777,Undrafted,"Jul 15, 2016","['Comedy', 'Drama', 'Sport']",,,"{'domestic_gross': 5777, 'worldwide_gross': 5777}",1 hr 30 min,Jul,2016,5777,5777,Jul 2016,Comedy
778,Klovn Forever,"Sep 2, 2016","['Comedy', 'Drama']",,,"{'domestic_gross': 5700, 'worldwide_gross': 7585569}",1 hr 39 min,Sep,2016,7585569,5700,Sep 2016,Comedy
779,Amy,"Jul 3, 2015","['Biography', 'Documentary', 'Music']",R,,"{'domestic_gross': 8413144, 'worldwide_gross': 23706049}",2 hr 8 min,Jul,2015,23706049,8413144,Jul 2015,Biography
780,Hunter Gatherer,"Nov 18, 2016",['Drama'],,,"{'domestic_gross': 19462, 'worldwide_gross': 19462}",1 hr 30 min,Nov,2016,19462,19462,Nov 2016,Drama
781,Welcome to Happiness,"May 19, 2016","['Comedy', 'Drama', 'Fantasy']",PG-13,,"{'domestic_gross': 5083, 'worldwide_gross': 5083}",1 hr 48 min,May,2016,5083,5083,May 2016,Comedy
782,Dreams Rewired,"Nov 12, 2015","['Documentary', 'History', 'News']",,,"{'domestic_gross': 11843, 'worldwide_gross': 15626}",1 hr 28 min,Nov,2015,15626,11843,Nov 2015,Documentary
783,A Perfect Day,"Jan 15, 2016","['Comedy', 'Drama', 'War']",R,,"{'domestic_gross': 14044, 'worldwide_gross': 4009440}",1 hr 46 min,Jan,2016,4009440,14044,Jan 2016,Comedy
784,Call Her Applebroog,"Jun 10, 2016",['Documentary'],,,"{'domestic_gross': 4842, 'worldwide_gross': 4842}",1 hr 10 min,Jun,2016,4842,4842,Jun 2016,Documentary
785,Roseanne for President!,"Jul 1, 2016","['Biography', 'Comedy', 'Documentary']",,,"{'domestic_gross': 7960, 'worldwide_gross': 7960}",1 hr 36 min,Jul,2016,7960,7960,Jul 2016,Biography
786,Marinoni: The Fire in the Frame,"Apr 1, 2016",['Documentary'],,,"{'domestic_gross': 4696, 'worldwide_gross': 4696}",1 hr 30 min,Apr,2016,4696,4696,Apr 2016,Documentary
787,Blood on the Mountain,"Nov 18, 2016","['Documentary', 'History', 'News']",,,"{'domestic_gross': 4664, 'worldwide_gross': 4664}",1 hr 33 min,Nov,2016,4664,4664,Nov 2016,Documentary
788,Sworn Virgin,"Apr 22, 2016",['Drama'],,,"{'domestic_gross': 4636, 'worldwide_gross': 108681}",1 hr 24 min,Apr,2016,108681,4636,Apr 2016,Drama
789,Miss Stevens,"Sep 16, 2016","['Comedy', 'Drama']",,,"{'domestic_gross': 4611, 'worldwide_gross': 4611}",1 hr 26 min,Sep,2016,4611,4611,Sep 2016,Comedy
790,The Automatic Hate,"Mar 11, 2016","['Comedy', 'Drama']",,,"{'domestic_gross': 4603, 'worldwide_gross': 4603}",1 hr 37 min,Mar,2016,4603,4603,Mar 2016,Comedy
791,Search Party,"May 13, 2016","['Adventure', 'Comedy']",R,,"{'domestic_gross': 4571, 'worldwide_gross': 4571}",1 hr 33 min,May,2016,4571,4571,May 2016,Adventure
792,Synchronicity,"Jan 22, 2016","['Drama', 'Mystery', 'Romance', 'Sci-Fi']",R,,"{'domestic_gross': 4505, 'worldwide_gross': 4505}",1 hr 41 min,Jan,2016,4505,4505,Jan 2016,Drama
793,On Tour with Pina Bausch,"Apr 4, 2014","['Documentary', 'Music']",,,"{'domestic_gross': 18016, 'worldwide_gross': 18016}",57 min,Apr,2014,18016,18016,Apr 2014,Documentary
794,On Meditation,"Jul 27, 2016","['Biography', 'Documentary', 'History', 'Mystery']",,,"{'domestic_gross': 4322, 'worldwide_gross': 4322}",1 hr 5 min,Jul,2016,4322,4322,Jul 2016,Biography
795,Auto Shop of Horrors,"Sep 23, 2016","['Comedy', 'Horror']",,,"{'domestic_gross': 4300, 'worldwide_gross': 4300}",1 hr 27 min,Sep,2016,4300,4300,Sep 2016,Comedy
796,Maximum Ride,"Sep 30, 2016","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Thriller']",PG-13,,"{'domestic_gross': 4218, 'worldwide_gross': 4218}",1 hr 28 min,Sep,2016,4218,4218,Sep 2016,Action
797,Breaking a Monster,"Jun 24, 2016","['Biography', 'Documentary', 'Drama', 'Music']",,,"{'domestic_gross': 4212, 'worldwide_gross': 4212}",1 hr 32 min,Jun,2016,4212,4212,Jun 2016,Biography
798,Among the Believers,"Sep 30, 2016","['Biography', 'Documentary', 'News', 'War']",,,"{'domestic_gross': 4189, 'worldwide_gross': 4189}",1 hr 24 min,Sep,2016,4189,4189,Sep 2016,Biography
799,The World of Kanako,"Dec 4, 2015","['Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 16627, 'worldwide_gross': 16627}",1 hr 58 min,Dec,2015,16627,16627,Dec 2015,Drama
800,The Hollow,"Oct 7, 2016","['Crime', 'Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 3755, 'worldwide_gross': 3755}",2 hr 8 min,Oct,2016,3755,3755,Oct 2016,Crime
801,Lamb,"Jan 8, 2016",['Drama'],R,,"{'domestic_gross': 14547, 'worldwide_gross': 30844}",1 hr 37 min,Jan,2016,30844,14547,Jan 2016,Drama
802,The Last Film Festival,"Sep 2, 2016",['Comedy'],R,,"{'domestic_gross': 3558, 'worldwide_gross': 3558}",1 hr 30 min,Sep,2016,3558,3558,Sep 2016,Comedy
803,Restored Me,"Sep 9, 2016",['Drama'],,,"{'domestic_gross': 3428, 'worldwide_gross': 3428}",2 hr 15 min,Sep,2016,3428,3428,Sep 2016,Drama
804,The Summer of Sangaile,"Nov 20, 2015","['Drama', 'Romance']",,,"{'domestic_gross': 4480, 'worldwide_gross': 53843}",1 hr 30 min,Nov,2015,53843,4480,Nov 2015,Drama
805,Burning Bodhi,"Mar 18, 2016",['Drama'],R,,"{'domestic_gross': 3289, 'worldwide_gross': 3289}",1 hr 33 min,Mar,2016,3289,3289,Mar 2016,Drama
806,SK1,"May 13, 2016","['Crime', 'Drama']",,,"{'domestic_gross': 10330, 'worldwide_gross': 10330}",2 hr,May,2016,10330,10330,May 2016,Crime
807,"Arabian Nights - Volume 1, The Restless One","Dec 4, 2015",['Drama'],,,"{'domestic_gross': 12260, 'worldwide_gross': 28245}",2 hr 5 min,Dec,2015,28245,12260,Dec 2015,Drama
808,In Harmony,"Apr 15, 2016",['Drama'],,,"{'domestic_gross': 3144, 'worldwide_gross': 3242445}",1 hr 27 min,Apr,2016,3242445,3144,Apr 2016,Drama
809,Chosen,"Dec 16, 2016","['Drama', 'War']",R,,"{'domestic_gross': 9283, 'worldwide_gross': 9536}",1 hr 45 min,Dec,2016,9536,9283,Dec 2016,Drama
810,Best and Most Beautiful Things,"Dec 2, 2016",['Documentary'],,,"{'domestic_gross': 3016, 'worldwide_gross': 3016}",1 hr 30 min,Dec,2016,3016,3016,Dec 2016,Documentary
811,The Bad Kids,"Dec 16, 2016",['Documentary'],,,"{'domestic_gross': 6226, 'worldwide_gross': 6226}",1 hr 41 min,Dec,2016,6226,6226,Dec 2016,Documentary
812,A Kind of Murder,"Dec 16, 2016","['Crime', 'Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 2915, 'worldwide_gross': 91149}",1 hr 35 min,Dec,2016,91149,2915,Dec 2016,Crime
813,The Professor: Tai Chi's Journey West,"May 6, 2016",['Documentary'],,,"{'domestic_gross': 2852, 'worldwide_gross': 2852}",1 hr 12 min,May,2016,2852,2852,May 2016,Documentary
814,White Lies,"Mar 4, 2016",['Drama'],,,"{'domestic_gross': 2760, 'worldwide_gross': 2760}",1 hr 39 min,Mar,2016,2760,2760,Mar 2016,Drama
815,The Forbidden Room,"Oct 7, 2015","['Comedy', 'Mystery']",,,"{'domestic_gross': 34404, 'worldwide_gross': 48082}",2 hr 10 min,Oct,2015,48082,34404,Oct 2015,Comedy
816,The Wonders,"Oct 30, 2015",['Drama'],,,"{'domestic_gross': 73378, 'worldwide_gross': 2772358}",1 hr 50 min,Oct,2015,2772358,73378,Oct 2015,Drama
817,Mekong Hotel,"Mar 4, 2016",['Drama'],,,"{'domestic_gross': 2502, 'worldwide_gross': 2502}",1 hr 1 min,Mar,2016,2502,2502,Mar 2016,Drama
818,Homeland (Iraq Year Zero),"Oct 6, 2016",['Documentary'],,,"{'domestic_gross': 2491, 'worldwide_gross': 2491}",5 hr 34 min,Oct,2016,2491,2491,Oct 2016,Documentary
819,The Loving Story,"Nov 1, 2016","['Documentary', 'Drama', 'History', 'Romance']",,,"{'domestic_gross': 3518, 'worldwide_gross': 3518}",1 hr 17 min,Nov,2016,3518,3518,Nov 2016,Documentary
820,From the East,"Apr 17, 2016",['Documentary'],,,"{'domestic_gross': 8540, 'worldwide_gross': 8540}",1 hr 47 min,Apr,2016,8540,8540,Apr 2016,Documentary
821,On War,"Nov 20, 2015","['Comedy', 'Drama', 'War']",,,"{'domestic_gross': 5086, 'worldwide_gross': 5086}",2 hr 10 min,Nov,2015,5086,5086,Nov 2015,Comedy
822,Ek Hazarachi Note,"Sep 23, 2016",['Drama'],,,"{'domestic_gross': 2404, 'worldwide_gross': 2404}",1 hr 29 min,Sep,2016,2404,2404,Sep 2016,Drama
823,Memoria,"Apr 8, 2016","['Biography', 'Drama']",R,,"{'domestic_gross': 2242, 'worldwide_gross': 2242}",1 hr 10 min,Apr,2016,2242,2242,Apr 2016,Biography
824,Vigilante Diaries,"Jun 24, 2016","['Action', 'Crime', 'Thriller']",R,,"{'domestic_gross': 1991, 'worldwide_gross': 176777}",1 hr 47 min,Jun,2016,176777,1991,Jun 2016,Action
825,The Watermelon Woman,"Nov 10, 2016","['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 1989, 'worldwide_gross': 1989}",1 hr 30 min,Nov,2016,1989,1989,Nov 2016,Comedy
826,A Beautiful Now,"Sep 2, 2016","['Comedy', 'Drama', 'Music', 'Romance']",R,,"{'domestic_gross': 1714, 'worldwide_gross': 1714}",1 hr 30 min,Sep,2016,1714,1714,Sep 2016,Comedy
827,Au nom de ma fille,"Dec 2, 2016","['Biography', 'Crime', 'Drama']",,,"{'domestic_gross': 1623, 'worldwide_gross': 1066493}",1 hr 27 min,Dec,2016,1066493,1623,Dec 2016,Biography
828,Miss India America,"Mar 24, 2016","['Comedy', 'Drama', 'Family']",,,"{'domestic_gross': 1598, 'worldwide_gross': 1598}",1 hr 35 min,Mar,2016,1598,1598,Mar 2016,Comedy
829,"Arabian Nights - Volume 2, The Desolate One","Dec 11, 2015",['Drama'],,,"{'domestic_gross': 6398, 'worldwide_gross': 15245}",2 hr 11 min,Dec,2015,15245,6398,Dec 2015,Drama
830,Level Up,"Aug 26, 2016","['Action', 'Mystery', 'Thriller']",,,"{'domestic_gross': 1469, 'worldwide_gross': 24083}",1 hr 24 min,Aug,2016,24083,1469,Aug 2016,Action
831,The Silence of Mark Rothko,"Apr 21, 2016",['Documentary'],,,"{'domestic_gross': 1422, 'worldwide_gross': 1422}",52 min,Apr,2016,1422,1422,Apr 2016,Documentary
832,The Lovely Month of May,"Sep 13, 2013",['Documentary'],,,"{'domestic_gross': 55038, 'worldwide_gross': 55038}",2 hr 45 min,Sep,2013,55038,55038,Sep 2013,Documentary
833,Bikes vs Cars,"Dec 4, 2015",['Documentary'],,,"{'domestic_gross': 28072, 'worldwide_gross': 28072}",1 hr 30 min,Dec,2015,28072,28072,Dec 2015,Documentary
834,A Small Good Thing,"Aug 19, 2016","['Documentary', 'History', 'News']",,,"{'domestic_gross': 1196, 'worldwide_gross': 1196}",1 hr 11 min,Aug,2016,1196,1196,Aug 2016,Documentary
835,Yalom's Cure,"Mar 11, 2016","['Biography', 'Documentary']",,,"{'domestic_gross': 1164, 'worldwide_gross': 766974}",1 hr 17 min,Mar,2016,766974,1164,Mar 2016,Biography
836,The Ghosts of Johnson Woods,"Dec 2, 2016","['Horror', 'Thriller']",,,"{'domestic_gross': 3000, 'worldwide_gross': 3000}",1 hr 20 min,Dec,2016,3000,3000,Dec 2016,Horror
837,"Arabian Nights - Volume 3, The Enchanted One","Dec 18, 2015",['Drama'],,,"{'domestic_gross': 4502, 'worldwide_gross': 6681}",2 hr 5 min,Dec,2015,6681,4502,Dec 2015,Drama
838,Officer Downe,"Nov 18, 2016","['Action', 'Comedy', 'Sci-Fi']",R,,"{'domestic_gross': 850, 'worldwide_gross': 850}",1 hr 28 min,Nov,2016,850,850,Nov 2016,Action
840,Next Time I'll Aim for the Heart,"Apr 1, 2016","['Crime', 'Drama', 'Thriller']",,,"{'domestic_gross': 815, 'worldwide_gross': 3418213}",1 hr 51 min,Apr,2016,3418213,815,Apr 2016,Crime
841,The Student and Mister Henri,"Aug 19, 2016","['Comedy', 'Drama']",,,"{'domestic_gross': 761, 'worldwide_gross': 5411932}",1 hr 38 min,Aug,2016,5411932,761,Aug 2016,Comedy
842,A Girl Like Grace,"Dec 2, 2016",['Drama'],,,"{'domestic_gross': 713, 'worldwide_gross': 713}",1 hr 33 min,Dec,2016,713,713,Dec 2016,Drama
843,Down by Love,"Aug 19, 2016","['Biography', 'Drama', 'Romance']",,,"{'domestic_gross': 675, 'worldwide_gross': 53780}",1 hr 50 min,Aug,2016,53780,675,Aug 2016,Biography
844,The Pit,"Sep 30, 2016","['Horror', 'Mystery']",,,"{'domestic_gross': 560, 'worldwide_gross': 560}",1 hr 36 min,Sep,2016,560,560,Sep 2016,Horror
845,Dark Star: HR Gigers Welt,"May 15, 2015","['Biography', 'Documentary']",,,"{'domestic_gross': 61845, 'worldwide_gross': 61845}",1 hr 35 min,May,2015,61845,61845,May 2015,Biography
846,Moana,"Nov 13, 2015",['Documentary'],,,"{'domestic_gross': 2993, 'worldwide_gross': 2993}",1 hr 17 min,Nov,2015,2993,2993,Nov 2015,Documentary
847,Green is Gold,"Oct 7, 2016","['Crime', 'Drama']",R,,"{'domestic_gross': 455, 'worldwide_gross': 455}",1 hr 21 min,Oct,2016,455,455,Oct 2016,Crime
848,Legends from the Sky,"Jan 30, 2015",['Sci-Fi'],,,"{'domestic_gross': 91462, 'worldwide_gross': 91462}",1 hr 25 min,Jan,2015,91462,91462,Jan 2015,Sci-Fi
849,Far from Vietnam,"Aug 28, 2013","['Documentary', 'Drama', 'War']",,,"{'domestic_gross': 8132, 'worldwide_gross': 8132}",1 hr 55 min,Aug,2013,8132,8132,Aug 2013,Documentary
850,The Lady in the Car with Glasses and a Gun,"Dec 18, 2015","['Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 2167, 'worldwide_gross': 339461}",1 hr 33 min,Dec,2015,339461,2167,Dec 2015,Drama
851,Hannah: Buddhism's Untold Journey,"Oct 14, 2016","['Biography', 'Documentary', 'History']",,,"{'domestic_gross': 396, 'worldwide_gross': 19526}",1 hr 30 min,Oct,2016,19526,396,Oct 2016,Biography
852,Tosca's Kiss,"Jun 6, 2014","['Documentary', 'Music']",,,"{'domestic_gross': 18236, 'worldwide_gross': 18236}",1 hr 27 min,Jun,2014,18236,18236,Jun 2014,Documentary
853,News from Planet Mars,"Jul 22, 2016","['Comedy', 'Drama']",,,"{'domestic_gross': 310, 'worldwide_gross': 37507}",1 hr 41 min,Jul,2016,37507,310,Jul 2016,Comedy
854,Satanic,"Jul 1, 2016",['Horror'],R,,"{'domestic_gross': 252, 'worldwide_gross': 349183}",1 hr 25 min,Jul,2016,349183,252,Jul 2016,Horror
855,The Night Watchman,"Jul 6, 2012",['Documentary'],,,"{'domestic_gross': 2219, 'worldwide_gross': 2219}",1 hr 12 min,Jul,2012,2219,2219,Jul 2012,Documentary
856,Star Wars: Episode VIII - The Last Jedi,"Dec 15, 2017","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",PG-13,317000000.0,"{'domestic_gross': 620181382, 'worldwide_gross': 1332539889}",2 hr 32 min,Dec,2017,1332539889,620181382,Dec 2017,Action
857,Beauty and the Beast,"Mar 17, 2017","['Family', 'Fantasy', 'Musical', 'Romance']",PG,160000000.0,"{'domestic_gross': 504014165, 'worldwide_gross': 1263521126}",2 hr 9 min,Mar,2017,1263521126,504014165,Mar 2017,Family
858,Wonder Woman,"Jun 2, 2017","['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'War']",PG-13,149000000.0,"{'domestic_gross': 412563408, 'worldwide_gross': 821847012}",2 hr 21 min,Jun,2017,821847012,412563408,Jun 2017,Action
859,Guardians of the Galaxy Vol. 2,"May 5, 2017","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",PG-13,200000000.0,"{'domestic_gross': 389813101, 'worldwide_gross': 863756051}",2 hr 16 min,May,2017,863756051,389813101,May 2017,Action
860,Spider-Man: Homecoming,"Jul 7, 2017","['Action', 'Adventure', 'Sci-Fi']",PG-13,175000000.0,"{'domestic_gross': 334201140, 'worldwide_gross': 880166924}",2 hr 13 min,Jul,2017,880166924,334201140,Jul 2017,Action
861,It,"Sep 8, 2017",['Horror'],R,35000000.0,"{'domestic_gross': 327481748, 'worldwide_gross': 700381748}",2 hr 15 min,Sep,2017,700381748,327481748,Sep 2017,Horror
862,Thor: Ragnarok,"Nov 3, 2017","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",PG-13,180000000.0,"{'domestic_gross': 315058289, 'worldwide_gross': 853977126}",2 hr 10 min,Nov,2017,853977126,315058289,Nov 2017,Action
863,Despicable Me 3,"Jun 30, 2017","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",PG,80000000.0,"{'domestic_gross': 264624300, 'worldwide_gross': 1034799409}",1 hr 29 min,Jun,2017,1034799409,264624300,Jun 2017,Adventure
864,Logan,"Mar 3, 2017","['Action', 'Drama', 'Sci-Fi', 'Thriller']",R,97000000.0,"{'domestic_gross': 226277068, 'worldwide_gross': 619021436}",2 hr 17 min,Mar,2017,619021436,226277068,Mar 2017,Action
865,The Fate of the Furious,"Apr 14, 2017","['Action', 'Adventure', 'Crime', 'Thriller']",PG-13,250000000.0,"{'domestic_gross': 226008385, 'worldwide_gross': 1236005118}",2 hr 16 min,Apr,2017,1236005118,226008385,Apr 2017,Action
866,Justice League,"Nov 17, 2017","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",PG-13,,"{'domestic_gross': 229024295, 'worldwide_gross': 657924295}",2 hr,Nov,2017,657924295,229024295,Nov 2017,Action
867,Dunkirk,"Jul 21, 2017","['Action', 'Drama', 'History', 'Thriller', 'War']",PG-13,100000000.0,"{'domestic_gross': 188045546, 'worldwide_gross': 525245546}",1 hr 46 min,Jul,2017,525245546,188045546,Jul 2017,Action
868,Coco,"Nov 22, 2017","['Adventure', 'Animation', 'Family', 'Fantasy', 'Music', 'Mystery']",PG,,"{'domestic_gross': 209726015, 'worldwide_gross': 807082196}",1 hr 45 min,Nov,2017,807082196,209726015,Nov 2017,Adventure
869,The Lego Batman Movie,"Feb 10, 2017","['Action', 'Animation', 'Comedy', 'Family']",PG,80000000.0,"{'domestic_gross': 175750384, 'worldwide_gross': 311950384}",1 hr 44 min,Feb,2017,311950384,175750384,Feb 2017,Action
870,Get Out,"Feb 24, 2017","['Horror', 'Mystery', 'Thriller']",R,4500000.0,"{'domestic_gross': 176040665, 'worldwide_gross': 255407969}",1 hr 44 min,Feb,2017,255407969,176040665,Feb 2017,Horror
871,The Boss Baby,"Mar 31, 2017","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 175003033, 'worldwide_gross': 527965936}",1 hr 37 min,Mar,2017,527965936,175003033,Mar 2017,Adventure
872,Pirates of the Caribbean: Dead Men Tell No Tales,"May 26, 2017","['Action', 'Adventure', 'Fantasy']",PG-13,230000000.0,"{'domestic_gross': 172558876, 'worldwide_gross': 794861794}",2 hr 9 min,May,2017,794861794,172558876,May 2017,Action
873,Jumanji: Welcome to the Jungle,"Dec 20, 2017","['Action', 'Adventure', 'Comedy', 'Fantasy']",PG-13,90000000.0,"{'domestic_gross': 404515480, 'worldwide_gross': 962077546}",1 hr 59 min,Dec,2017,962077546,404515480,Dec 2017,Action
874,Kong: Skull Island,"Mar 10, 2017","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",PG-13,185000000.0,"{'domestic_gross': 168052812, 'worldwide_gross': 566652812}",1 hr 58 min,Mar,2017,566652812,168052812,Mar 2017,Action
875,Hidden Figures,"Dec 25, 2016","['Biography', 'Drama', 'History']",PG,25000000.0,"{'domestic_gross': 169607287, 'worldwide_gross': 235956898}",2 hr 7 min,Dec,2016,235956898,169607287,Dec 2016,Biography
876,Cars 3,"Jun 16, 2017","['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",G,,"{'domestic_gross': 152901115, 'worldwide_gross': 383930656}",1 hr 42 min,Jun,2017,383930656,152901115,Jun 2017,Adventure
877,War for the Planet of the Apes,"Jul 14, 2017","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",PG-13,150000000.0,"{'domestic_gross': 146880162, 'worldwide_gross': 490719763}",2 hr 20 min,Jul,2017,490719763,146880162,Jul 2017,Action
878,Split,"Jan 20, 2017","['Horror', 'Thriller']",PG-13,9000000.0,"{'domestic_gross': 138291365, 'worldwide_gross': 278454358}",1 hr 57 min,Jan,2017,278454358,138291365,Jan 2017,Horror
879,Transformers: The Last Knight,"Jun 21, 2017","['Action', 'Adventure', 'Sci-Fi']",PG-13,217000000.0,"{'domestic_gross': 130168683, 'worldwide_gross': 605425157}",2 hr 34 min,Jun,2017,605425157,130168683,Jun 2017,Action
880,Rogue One: A Star Wars Story,"Dec 16, 2016","['Action', 'Adventure', 'Sci-Fi']",PG-13,200000000.0,"{'domestic_gross': 532177324, 'worldwide_gross': 1056057273}",2 hr 13 min,Dec,2016,1056057273,532177324,Dec 2016,Action
881,Wonder,"Nov 17, 2017","['Drama', 'Family']",PG,,"{'domestic_gross': 132422809, 'worldwide_gross': 305937718}",1 hr 53 min,Nov,2017,305937718,132422809,Nov 2017,Drama
882,La La Land,"Dec 9, 2016","['Comedy', 'Drama', 'Music', 'Musical', 'Romance']",PG-13,30000000.0,"{'domestic_gross': 151101803, 'worldwide_gross': 446486224}",2 hr 8 min,Dec,2016,446486224,151101803,Dec 2016,Comedy
883,Sing,"Dec 21, 2016","['Animation', 'Comedy', 'Family', 'Musical']",PG,75000000.0,"{'domestic_gross': 270395425, 'worldwide_gross': 634151679}",1 hr 48 min,Dec,2016,634151679,270395425,Dec 2016,Animation
884,Girls Trip,"Jul 21, 2017","['Adventure', 'Comedy', 'Drama']",R,19000000.0,"{'domestic_gross': 115171585, 'worldwide_gross': 140552359}",2 hr 2 min,Jul,2017,140552359,115171585,Jul 2017,Adventure
885,Fifty Shades Darker,"Feb 10, 2017","['Drama', 'Romance']",R,55000000.0,"{'domestic_gross': 114581250, 'worldwide_gross': 381545846}",1 hr 58 min,Feb,2017,381545846,114581250,Feb 2017,Drama
886,Baby Driver,"Jun 28, 2017","['Action', 'Crime', 'Drama', 'Music', 'Thriller']",R,34000000.0,"{'domestic_gross': 107825862, 'worldwide_gross': 226945087}",1 hr 53 min,Jun,2017,226945087,107825862,Jun 2017,Action
