,title,release_date,genres,mpaa,budget_cost,total_gross,runtime
1853,Unfriended: Dark Web,20-Jul-18,"['Horror', 'Mystery', 'Thriller']",R,"$1,000,000 ","{'domestic_gross': 8866745, 'worldwide_gross': 16024987}",1 hr 32 min
1854,Welcome to Marwen,21-Dec-18,"['Biography', 'Comedy', 'Drama', 'Fantasy', 'Romance']",PG-13,,"{'domestic_gross': 10763520, 'worldwide_gross': 13061491}",1 hr 56 min
1855,Early Man,16-Feb-18,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sport']",PG,,"{'domestic_gross': 8267544, 'worldwide_gross': 54622814}",1 hr 29 min
1856,The Wife,17-Aug-18,['Drama'],R,,"{'domestic_gross': 9601092, 'worldwide_gross': 19978189}",1 hr 39 min
1857,The Death of Stalin,9-Mar-18,"['Comedy', 'Drama', 'History']",R,,"{'domestic_gross': 8047856, 'worldwide_gross': 24646055}",1 hr 47 min
1858,They Shall Not Grow Old,17-Dec-18,"['Documentary', 'History', 'War']",R,,"{'domestic_gross': 17956913, 'worldwide_gross': 19130011}",1 hr 39 min
1859,Sanju,29-Jun-18,"['Biography', 'Drama']",,,"{'domestic_gross': 7909317, 'worldwide_gross': 76693052}",2 hr 35 min
1860,Unsane,23-Mar-18,"['Drama', 'Horror', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 7732899, 'worldwide_gross': 14293601}",1 hr 38 min
1861,Beautiful Boy,12-Oct-18,"['Biography', 'Drama']",R,,"{'domestic_gross': 7649973, 'worldwide_gross': 16636604}",2 hr
1862,Can You Ever Forgive Me?,19-Oct-18,"['Biography', 'Comedy', 'Crime', 'Drama']",R,,"{'domestic_gross': 8803865, 'worldwide_gross': 12442161}",1 hr 46 min
1863,Mid90s,19-Oct-18,"['Comedy', 'Drama']",R,,"{'domestic_gross': 7362439, 'worldwide_gross': 9303022}",1 hr 25 min
1864,Downsizing,22-Dec-17,"['Drama', 'Sci-Fi']",R,"$68,000,000 ","{'domestic_gross': 24449754, 'worldwide_gross': 55003890}",2 hr 15 min
1865,Dog Days,8-Aug-18,"['Comedy', 'Drama', 'Romance']",PG,,"{'domestic_gross': 6809080, 'worldwide_gross': 6819044}",1 hr 53 min
1866,Boy Erased,2-Nov-18,"['Biography', 'Drama']",R,,"{'domestic_gross': 6788692, 'worldwide_gross': 11853081}",1 hr 55 min
1867,Hotel Artemis,8-Jun-18,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",R,,"{'domestic_gross': 6708147, 'worldwide_gross': 13313581}",1 hr 34 min
1868,A-X-L,24-Aug-18,"['Action', 'Adventure', 'Family', 'Sci-Fi', 'Thriller']",PG,,"{'domestic_gross': 6501381, 'worldwide_gross': 8467697}",1 hr 38 min
1869,Fahrenheit 11/9,21-Sep-18,['Documentary'],R,,"{'domestic_gross': 6352306, 'worldwide_gross': 6674168}",2 hr 8 min
1870,Unbroken: Path to Redemption,14-Sep-18,"['Biography', 'Drama', 'History']",PG-13,,"{'domestic_gross': 6216897, 'worldwide_gross': 6216897}",1 hr 38 min
1871,The Hurricane Heist,9-Mar-18,"['Action', 'Adventure', 'Crime', 'Thriller']",PG-13,"$35,000,000 ","{'domestic_gross': 6115825, 'worldwide_gross': 32517248}",1 hr 43 min
1872,Every Day,23-Feb-18,"['Drama', 'Fantasy', 'Romance']",PG-13,"$4,900,000 ","{'domestic_gross': 6102076, 'worldwide_gross': 10421847}",1 hr 37 min
1873,Leave No Trace,29-Jun-18,['Drama'],PG,,"{'domestic_gross': 6046104, 'worldwide_gross': 7682928}",1 hr 49 min
1874,Once Upon a Deadpool,12-Dec-18,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",R,"$110,000,000 ","{'domestic_gross': 6100309, 'worldwide_gross': 51247568}",1 hr 59 min
1875,Death of a Nation,3-Aug-18,"['Documentary', 'History']",PG-13,"$6,000,000 ","{'domestic_gross': 5885881, 'worldwide_gross': 5885881}",1 hr 48 min
1876,Pandas,6-Apr-18,['Documentary'],G,,"{'domestic_gross': 7574012, 'worldwide_gross': 7635778}",42 min
1877,My Hero Academia: Two Heroes,25-Sep-18,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",PG-13,,"{'domestic_gross': 5754556, 'worldwide_gross': 21022724}",1 hr 36 min
1878,God's Not Dead: A Light in Darkness,30-Mar-18,['Drama'],PG,,"{'domestic_gross': 5728940, 'worldwide_gross': 7414178}",1 hr 45 min
1879,Kin,31-Aug-18,"['Action', 'Adventure', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",PG-13,,"{'domestic_gross': 5718096, 'worldwide_gross': 10313019}",1 hr 42 min
1880,Colette,21-Sep-18,"['Biography', 'Drama', 'History']",R,,"{'domestic_gross': 5137622, 'worldwide_gross': 14273033}",1 hr 51 min
1881,Action Point,1-Jun-18,['Comedy'],R,"$19,000,000 ","{'domestic_gross': 5059608, 'worldwide_gross': 5103663}",1 hr 25 min
1882,Beirut,11-Apr-18,"['Action', 'Drama', 'Thriller']",R,,"{'domestic_gross': 5019226, 'worldwide_gross': 7509436}",1 hr 49 min
1883,Gringo,9-Mar-18,"['Action', 'Comedy', 'Crime', 'Drama']",R,,"{'domestic_gross': 4969853, 'worldwide_gross': 11001627}",1 hr 51 min
1884,Samson,16-Feb-18,"['Action', 'Drama']",PG-13,,"{'domestic_gross': 4719928, 'worldwide_gross': 4873825}",1 hr 50 min
1885,Father Figures,22-Dec-17,"['Comedy', 'Drama']",R,,"{'domestic_gross': 17501244, 'worldwide_gross': 25601244}",1 hr 53 min
1886,Johnny English Strikes Again,26-Oct-18,"['Action', 'Adventure', 'Comedy']",PG,"$25,000,000 ","{'domestic_gross': 4412170, 'worldwide_gross': 158970776}",1 hr 29 min
1887,Gotti,15-Jun-18,"['Biography', 'Crime', 'Drama']",R,,"{'domestic_gross': 4343227, 'worldwide_gross': 6412349}",1 hr 52 min
1888,Blindspotting,20-Jul-18,"['Comedy', 'Crime', 'Drama']",R,,"{'domestic_gross': 4333394, 'worldwide_gross': 5006989}",1 hr 35 min
1889,Burn the Stage: The Movie,15-Nov-18,"['Documentary', 'Music']",,,"{'domestic_gross': 4201819, 'worldwide_gross': 20347513}",1 hr 24 min
1890,Ya veremos,31-Aug-18,['Drama'],PG-13,,"{'domestic_gross': 4165949, 'worldwide_gross': 14134723}",1 hr 25 min
1891,Life Itself,21-Sep-18,"['Drama', 'Romance']",R,,"{'domestic_gross': 4102648, 'worldwide_gross': 7997774}",1 hr 57 min
1892,Sgt. Stubby: An American Hero,13-Apr-18,"['Adventure', 'Animation', 'Family', 'History', 'War']",PG,,"{'domestic_gross': 4015935, 'worldwide_gross': 4932694}",1 hr 24 min
1893,Thor: Ragnarok,3-Nov-17,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",PG-13,"$180,000,000 ","{'domestic_gross': 315058289, 'worldwide_gross': 853977126}",2 hr 10 min
1894,Gosnell: The Trial of America's Biggest Serial Killer,12-Oct-18,"['Crime', 'Drama']",PG-13,,"{'domestic_gross': 3679893, 'worldwide_gross': 3679893}",1 hr 33 min
1895,Indivisible,26-Oct-18,"['Drama', 'War']",PG-13,,"{'domestic_gross': 3511417, 'worldwide_gross': 3589633}",1 hr 59 min
1896,The Oscar Nominated Short Films 2018: Live Action,9-Feb-18,"['Action', 'Drama']",,,"{'domestic_gross': 3508777, 'worldwide_gross': 3511123}",1 hr 36 min
1897,Disobedience,27-Apr-18,"['Drama', 'Romance']",R,,"{'domestic_gross': 3498782, 'worldwide_gross': 8003180}",1 hr 54 min
1898,Justice League,17-Nov-17,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",PG-13,,"{'domestic_gross': 229024295, 'worldwide_gross': 657924295}",2 hr
1899,First Reformed,18-May-18,"['Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 3448256, 'worldwide_gross': 3862498}",1 hr 53 min
1900,"Juliet, Naked",17-Aug-18,"['Comedy', 'Drama', 'Music', 'Romance']",R,,"{'domestic_gross': 3444895, 'worldwide_gross': 4508260}",1 hr 37 min
1901,Bad Samaritan,4-May-18,"['Crime', 'Horror', 'Thriller']",R,,"{'domestic_gross': 3435047, 'worldwide_gross': 4623836}",1 hr 50 min
1902,7 Days in Entebbe,16-Mar-18,"['Action', 'Drama', 'History', 'Thriller']",PG-13,,"{'domestic_gross': 3326885, 'worldwide_gross': 8771432}",1 hr 47 min
1903,The Disaster Artist,1-Dec-17,"['Biography', 'Comedy', 'Drama']",R,,"{'domestic_gross': 21120616, 'worldwide_gross': 29820616}",1 hr 44 min
1904,2001: A Space Odyssey,18-May-18,"['Adventure', 'Sci-Fi']",,"$12,000,000 ","{'domestic_gross': 3236321, 'worldwide_gross': 3823450}",2 hr 29 min
1905,2,30-Nov-18,"['Action', 'Sci-Fi']",,,"{'domestic_gross': 4152000, 'worldwide_gross': 10847903}",2 hr 28 min
1906,The Leisure Seeker,15-Dec-17,"['Adventure', 'Comedy', 'Drama', 'Romance']",R,,"{'domestic_gross': 3226443, 'worldwide_gross': 10472180}",1 hr 52 min
1907,The Sisters Brothers,21-Sep-18,"['Crime', 'Drama', 'Western']",R,,"{'domestic_gross': 3143056, 'worldwide_gross': 13143056}",2 hr 2 min
1908,Thoroughbreds,9-Mar-18,"['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 3072605, 'worldwide_gross': 3187255}",1 hr 32 min
1909,Whitney,6-Jul-18,"['Biography', 'Documentary', 'Music']",R,,"{'domestic_gross': 3026351, 'worldwide_gross': 4605123}",2 hr
1910,American Animals,1-Jun-18,"['Biography', 'Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 2856954, 'worldwide_gross': 4080073}",1 hr 56 min
1911,God Bless the Broken Road,7-Sep-18,"['Drama', 'Family', 'Romance']",PG,,"{'domestic_gross': 2846257, 'worldwide_gross': 2848233}",1 hr 51 min
1912,La boda de Valentina,9-Feb-18,"['Comedy', 'Romance']",R,,"{'domestic_gross': 2783739, 'worldwide_gross': 11021794}",1 hr 47 min
1913,Bharath Ane Nenu,20-Apr-18,"['Action', 'Drama']",,,"{'domestic_gross': 2663090, 'worldwide_gross': 3276257}",2 hr 53 min
1914,You Were Never Really Here,6-Apr-18,"['Crime', 'Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 2528078, 'worldwide_gross': 9360514}",1 hr 29 min
1915,A Beautiful Planet,29-Apr-16,['Documentary'],,,"{'domestic_gross': 15650615, 'worldwide_gross': 25730120}",46 min
1916,Suspiria,26-Oct-18,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 2483472, 'worldwide_gross': 7942093}",2 hr 32 min
1917,The Rider,13-Apr-18,"['Drama', 'Western']",R,,"{'domestic_gross': 2419031, 'worldwide_gross': 3434963}",1 hr 44 min
1918,Mary and the Witch's Flower,18-Jan-18,"['Adventure', 'Animation', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 2418404, 'worldwide_gross': 41978431}",1 hr 43 min
1919,Hearts Beat Loud,8-Jun-18,"['Comedy', 'Drama', 'Music']",PG-13,,"{'domestic_gross': 2386251, 'worldwide_gross': 2417165}",1 hr 37 min
1920,1991,27-Jul-18,['Comedy'],,,"{'domestic_gross': 2342264, 'worldwide_gross': 2342264}",2 hr 21 min
1921,Papillon,24-Aug-18,"['Adventure', 'Biography', 'Crime', 'Drama']",R,,"{'domestic_gross': 2335896, 'worldwide_gross': 10060903}",2 hr 13 min
1922,Daddy's Home 2,10-Nov-17,['Comedy'],PG-13,"$69,000,000 ","{'domestic_gross': 104029443, 'worldwide_gross': 180613180}",1 hr 40 min
1923,Murder on the Orient Express,10-Nov-17,"['Crime', 'Drama', 'Mystery']",PG-13,"$55,000,000 ","{'domestic_gross': 102826543, 'worldwide_gross': 352789811}",1 hr 54 min
1924,If Beale Street Could Talk,14-Dec-18,"['Drama', 'Romance']",R,,"{'domestic_gross': 14915773, 'worldwide_gross': 20596567}",1 hr 59 min
1925,Simmba,28-Dec-18,"['Action', 'Comedy', 'Drama']",,,"{'domestic_gross': 5102129, 'worldwide_gross': 9846453}",2 hr 38 min
1926,The Fall of the American Empire,29-Jun-18,"['Comedy', 'Crime']",R,,"{'domestic_gross': 2178460, 'worldwide_gross': 4110928}",2 hr 7 min
1927,Puzzle,27-Jul-18,['Drama'],R,,"{'domestic_gross': 2032018, 'worldwide_gross': 2260946}",1 hr 43 min
1928,Great Performances at the Met: Puccini: Tosca,27-Jan-18,['Musical'],,,"{'domestic_gross': 2023749, 'worldwide_gross': 3473616}",2 hr 30 min
1929,A Fantastic Woman,2-Feb-18,['Drama'],R,,"{'domestic_gross': 2020988, 'worldwide_gross': 3702353}",1 hr 44 min
1930,Pope Francis: A Man of His Word,18-May-18,"['Biography', 'Documentary']",PG,,"{'domestic_gross': 2008385, 'worldwide_gross': 8608385}",1 hr 36 min
1931,Assassination Nation,21-Sep-18,"['Action', 'Comedy', 'Crime', 'Drama', 'Horror', 'Thriller']",R,,"{'domestic_gross': 2005142, 'worldwide_gross': 2584988}",1 hr 48 min
1932,The Front Runner,6-Nov-18,"['Biography', 'Drama', 'History']",R,,"{'domestic_gross': 2000105, 'worldwide_gross': 3242235}",1 hr 53 min
1933,Detective Chinatown 2,16-Feb-18,"['Action', 'Comedy', 'Mystery']",R,,"{'domestic_gross': 1983984, 'worldwide_gross': 544185156}",2 hr 1 min
1934,Great Performances at the Met: Verdi: La Traviata,15-Dec-18,['Musical'],,,"{'domestic_gross': 1882931, 'worldwide_gross': 1982588}",3 hr 25 min
1935,Ben Is Back,7-Dec-18,['Drama'],R,,"{'domestic_gross': 3703184, 'worldwide_gross': 10134204}",1 hr 43 min
1936,At Eternity's Gate,16-Nov-18,"['Biography', 'Drama']",PG-13,,"{'domestic_gross': 2294915, 'worldwide_gross': 11242604}",1 hr 51 min
1937,Moses,13-Sep-18,[],,,"{'domestic_gross': 1807117, 'worldwide_gross': 1807117}",2 hr 10 min
1938,Great Performances at the Met: Puccini: La Bohème,24-Feb-18,['Musical'],,,"{'domestic_gross': 1764201, 'worldwide_gross': 1764201}",3 hr 7 min
1939,Race 3,15-Jun-18,"['Action', 'Thriller']",,,"{'domestic_gross': 1690861, 'worldwide_gross': 6817391}",2 hr 40 min
1940,On the Basis of Sex,25-Dec-18,"['Biography', 'Drama']",PG-13,,"{'domestic_gross': 24622687, 'worldwide_gross': 38673750}",2 hr
1941,Pad Man,9-Feb-18,"['Comedy', 'Drama']",PG-13,,"{'domestic_gross': 1670192, 'worldwide_gross': 29045020}",2 hr 20 min
1942,A Private War,2-Nov-18,"['Biography', 'Drama', 'War']",R,,"{'domestic_gross': 1633208, 'worldwide_gross': 3915207}",1 hr 50 min
1943,Great Performances at the Met: Verdi: Aida,6-Oct-18,['Musical'],,,"{'domestic_gross': 1595902, 'worldwide_gross': 1595902}",3 hr 45 min
1944,The Bookshop,24-Aug-18,['Drama'],PG,,"{'domestic_gross': 1588150, 'worldwide_gross': 12055868}",1 hr 53 min
1945,Operation Red Sea,23-Feb-18,"['Action', 'Drama', 'Thriller', 'War']",,,"{'domestic_gross': 1543547, 'worldwide_gross': 579330426}",2 hr 22 min
1946,Thugs of Hindostan,8-Nov-18,"['Action', 'Adventure']",,,"{'domestic_gross': 1449848, 'worldwide_gross': 14341431}",2 hr 44 min
1947,"Don't Worry, He Won't Get Far on Foot",13-Jul-18,"['Biography', 'Comedy', 'Drama']",R,,"{'domestic_gross': 1441705, 'worldwide_gross': 4241656}",1 hr 54 min
1948,Princess Mononoke,22-Jul-18,"['Adventure', 'Animation', 'Fantasy']",PG-13,,"{'domestic_gross': 1423877, 'worldwide_gross': 1519321}",2 hr 14 min
1949,Finding Your Feet,30-Mar-18,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",PG-13,,"{'domestic_gross': 1418682, 'worldwide_gross': 15845593}",1 hr 51 min
1950,Made for More,2-Aug-18,['Documentary'],,,"{'domestic_gross': 2999134, 'worldwide_gross': 2999134}",2 hr
1951,Little Women,28-Sep-18,"['Drama', 'Family']",PG-13,,"{'domestic_gross': 1379497, 'worldwide_gross': 12165890}",1 hr 52 min
1952,Dunkirk,1-Dec-17,"['Action', 'Drama', 'History', 'Thriller', 'War']",PG-13,"$100,000,000 ","{'domestic_gross': 1695119, 'worldwide_gross': 1696804}",1 hr 46 min
1953,102 Not Out,4-May-18,"['Comedy', 'Drama']",PG,,"{'domestic_gross': 1343797, 'worldwide_gross': 16758596}",1 hr 42 min
1954,Baaghi 2,30-Mar-18,"['Action', 'Thriller']",,,"{'domestic_gross': 1319579, 'worldwide_gross': 33139063}",2 hr 17 min
1955,Great Performances at the Met: Mozart: Così fan tutte,31-Mar-18,['Musical'],,,"{'domestic_gross': 1302949, 'worldwide_gross': 1302949}",
1956,McQueen,20-Jul-18,"['Biography', 'Documentary']",R,,"{'domestic_gross': 1257275, 'worldwide_gross': 2739246}",1 hr 51 min
1957,The Seagull,11-May-18,"['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 1252960, 'worldwide_gross': 1820461}",1 hr 38 min
1958,Great Performances at the Met: Massenet: Cendrillon,28-Apr-18,['Musical'],,,"{'domestic_gross': 1243306, 'worldwide_gross': 1747259}",
1959,Racetime,7-Dec-18,"['Adventure', 'Animation', 'Musical']",PG,,"{'domestic_gross': 1875283, 'worldwide_gross': 3439053}",1 hr 29 min
1960,Shoplifters,23-Nov-18,"['Crime', 'Drama']",R,,"{'domestic_gross': 3313513, 'worldwide_gross': 67999335}",2 hr 1 min
1961,Mandy,13-Sep-18,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",,,"{'domestic_gross': 1214525, 'worldwide_gross': 1335484}",2 hr 1 min
1962,Maria By Callas,2-Nov-18,"['Biography', 'Documentary', 'Music']",PG,,"{'domestic_gross': 1267301, 'worldwide_gross': 2185562}",1 hr 59 min
1963,Grease,8-Apr-18,"['Musical', 'Romance']",PG,"$6,000,000 ","{'domestic_gross': 1213413, 'worldwide_gross': 1827688}",1 hr 50 min
1964,Beautifully Broken,24-Aug-18,['Drama'],PG-13,,"{'domestic_gross': 1209645, 'worldwide_gross': 1271572}",1 hr 48 min
1965,An Interview with God,20-Aug-18,"['Drama', 'Mystery']",,,"{'domestic_gross': 1201434, 'worldwide_gross': 2251795}",1 hr 37 min
1966,Along With the Gods: The Last 49 Days,1-Aug-18,"['Action', 'Drama', 'Fantasy']",,,"{'domestic_gross': 1200246, 'worldwide_gross': 97962238}",2 hr 22 min
1967,Great Performances at the Met: Saint-Saëns: Samson et Dalila,20-Oct-18,['Musical'],,,"{'domestic_gross': 1195758, 'worldwide_gross': 1195758}",3 hr 20 min
1968,Andhadhun,5-Oct-18,"['Crime', 'Thriller']",,,"{'domestic_gross': 1193046, 'worldwide_gross': 49391206}",2 hr 19 min
1969,Spirited Away,28-Oct-18,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']",PG,,"{'domestic_gross': 1175067, 'worldwide_gross': 70186029}",2 hr 5 min
1970,Great Performances at the Met: Verdi: Luisa Miller,14-Apr-18,['Musical'],,,"{'domestic_gross': 1166858, 'worldwide_gross': 1166858}",
1971,Lean on Pete,6-Apr-18,['Drama'],R,,"{'domestic_gross': 1163056, 'worldwide_gross': 2443584}",2 hr 1 min
1972,Along With the Gods: The Two Worlds,22-Dec-17,"['Action', 'Drama', 'Fantasy']",,,"{'domestic_gross': 1908823, 'worldwide_gross': 109383972}",2 hr 19 min
1973,My Neighbor Totoro,30-Sep-18,"['Animation', 'Family', 'Fantasy']",,,"{'domestic_gross': 1144649, 'worldwide_gross': 27083857}",1 hr 26 min
1974,Great Performances at the Met: Donizetti: L'Elisir d'Amore,10-Feb-18,['Musical'],,,"{'domestic_gross': 1115018, 'worldwide_gross': 1115018}",
1975,Qué León,29-Nov-18,"['Comedy', 'Romance']",PG-13,,"{'domestic_gross': 2607916, 'worldwide_gross': 7807916}",1 hr 33 min
1976,The Dark Crystal,25-Feb-18,"['Adventure', 'Family', 'Fantasy']",,,"{'domestic_gross': 1036956, 'worldwide_gross': 1036956}",1 hr 33 min
1977,Zero,21-Dec-18,"['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 1035388, 'worldwide_gross': 2595762}",2 hr 44 min
1978,Great Performances at the Met: Rossini: Semiramide,10-Mar-18,['Musical'],,,"{'domestic_gross': 1033651, 'worldwide_gross': 1332900}",
1979,Great Performances at the Met: Puccini: La Fanciulla del West,27-Oct-18,['Musical'],,,"{'domestic_gross': 1023233, 'worldwide_gross': 1023233}",
1980,Nothing to Lose,11-May-18,"['Biography', 'Drama']",PG,,"{'domestic_gross': 1016188, 'worldwide_gross': 36075317}",2 hr 14 min
1981,Elvis: The Comeback Special,16-Aug-18,"['Documentary', 'Music', 'Musical']",,,"{'domestic_gross': 1010657, 'worldwide_gross': 1010657}",1 hr
1982,Raid,16-Mar-18,"['Action', 'Crime', 'Drama', 'Thriller']",,,"{'domestic_gross': 1010385, 'worldwide_gross': 2031135}",2 hr 2 min
1983,Wildlife,19-Oct-18,['Drama'],PG-13,,"{'domestic_gross': 1050616, 'worldwide_gross': 3321367}",1 hr 45 min
1984,The Insult,12-Jan-18,"['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 1001305, 'worldwide_gross': 3601603}",1 hr 53 min
1985,Labyrinth,29-Apr-18,"['Adventure', 'Family', 'Fantasy', 'Musical']",,,"{'domestic_gross': 993336, 'worldwide_gross': 993336}",1 hr 41 min
1986,Yellow Submarine,8-Jul-18,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Musical']",,,"{'domestic_gross': 992305, 'worldwide_gross': 1273261}",1 hr 30 min
1987,Little Italy,24-Aug-18,"['Comedy', 'Romance']",R,,"{'domestic_gross': 990230, 'worldwide_gross': 1362536}",1 hr 42 min
1988,Tiger Zinda Hai,22-Dec-17,"['Action', 'Adventure', 'Thriller']",,"$20,470,000 ","{'domestic_gross': 5560921, 'worldwide_gross': 87320000}",2 hr 41 min
1989,Film Stars Don't Die in Liverpool,29-Dec-17,"['Biography', 'Drama', 'Romance']",R,,"{'domestic_gross': 1026124, 'worldwide_gross': 4047917}",1 hr 45 min
1990,The Dawn Wall,19-Sep-18,"['Biography', 'Documentary', 'Sport']",,,"{'domestic_gross': 970032, 'worldwide_gross': 1442013}",1 hr 40 min
1991,White Christmas,9-Dec-18,"['Comedy', 'Musical', 'Romance']",,,"{'domestic_gross': 928298, 'worldwide_gross': 928298}",2 hr
1992,Kirk Cameron: Connect,27-Feb-18,['Documentary'],,,"{'domestic_gross': 918127, 'worldwide_gross': 918127}",1 hr 10 min
1993,The Miseducation of Cameron Post,3-Aug-18,['Drama'],,,"{'domestic_gross': 904703, 'worldwide_gross': 1474577}",1 hr 31 min
1994,Kedarnath,7-Dec-18,"['Drama', 'Romance']",,,"{'domestic_gross': 901131, 'worldwide_gross': 1538846}",1 hr 56 min
1995,Let the Sunshine In,27-Apr-18,"['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 892421, 'worldwide_gross': 4192590}",1 hr 34 min
1996,The Star,17-Nov-17,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,"$20,000,000 ","{'domestic_gross': 40852824, 'worldwide_gross': 62812974}",1 hr 26 min
1997,The Cakemaker,29-Jun-18,['Drama'],,,"{'domestic_gross': 875751, 'worldwide_gross': 1287568}",1 hr 53 min
1998,Tea With the Dames,21-Sep-18,['Documentary'],,,"{'domestic_gross': 889343, 'worldwide_gross': 3181152}",1 hr 24 min
1999,Great Performances at the Met: Nico Muhly: Marnie,10-Nov-18,['Musical'],,,"{'domestic_gross': 849710, 'worldwide_gross': 865551}",2 hr 30 min
2000,BANDSTAND: The Broadway Musical on Screen,25-Jun-18,['Musical'],,,"{'domestic_gross': 839554, 'worldwide_gross': 839554}",2 hr 10 min
2001,Schindler's List,7-Dec-18,"['Biography', 'Drama', 'History']",R,"$22,000,000 ","{'domestic_gross': 833050, 'worldwide_gross': 981489}",3 hr 15 min
2002,Like Arrows,1-May-18,['Drama'],,,"{'domestic_gross': 817990, 'worldwide_gross': 928265}",1 hr 40 min
2003,Beast,11-May-18,"['Crime', 'Drama', 'Mystery', 'Romance']",R,,"{'domestic_gross': 800365, 'worldwide_gross': 1744071}",1 hr 47 min
2004,Made in India,28-Sep-18,"['Comedy', 'Drama']",,,"{'domestic_gross': 790628, 'worldwide_gross': 1594164}",2 hr 2 min
2005,Pokémon the Movie: The Power of Us,24-Nov-18,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",,,"{'domestic_gross': 789170, 'worldwide_gross': 23740788}",1 hr 40 min
